,Country,City,AccentCity,Region,Population,Latitude,Longitude
1347455,in,muzaffarpur,Muzaffarpur,34.0,333235.0,26.116667,85.4
1347514,in,nadiad,Nadiad,9.0,202080.0,22.7,72.866667
1347635,in,nagercoil,Nagercoil,25.0,213877.0,8.193889,77.431389
1347997,in,nagpur,Nagpur,16.0,2228191.0,21.15,79.1
1348079,in,naihati,Naihati,28.0,253245.0,22.902778,88.416944
1348291,in,nanded,Nanded,16.0,485150.0,19.15,77.333333
1349146,in,new delhi,New Delhi,7.0,10928270.0,28.6,77.2
1349460,in,nizamabad,Nizamabad,2.0,305472.0,18.666667,78.116667
1350222,in,pali,Pali,24.0,210117.0,25.766667,73.333333
1350515,in,panihati,Panihati,28.0,378741.0,22.694167,88.374444
1350517,in,panipat,Panipat,10.0,292828.0,29.388889,76.968056
1350738,in,parbhani,Parbhani,16.0,289652.0,19.266667,76.783333
1351107,in,patiala,Patiala,23.0,329248.0,30.326667,76.400278
1351144,in,patna,Patna,34.0,1600085.0,25.6,85.116667
1351759,in,pimpri,Pimpri,16.0,1284702.0,18.616667,73.8
1352085,in,pondicherry,Pondicherry,22.0,227434.0,11.93,79.83
1352364,in,pune,Pune,16.0,2935968.0,18.533333,73.866667
1352920,in,raichur,Raichur,19.0,225981.0,16.2,77.366667
1352985,in,raipur,Raipur,37.0,680066.0,21.233333,81.633333
1353035,in,rajamahendri,Rajamahendri,2.0,304838.0,16.983333,81.783333
1353130,in,rajkot,Rajkot,9.0,1177434.0,22.3,70.783333
1353175,in,rajpur,Rajpur,28.0,444549.0,22.4125,88.418056
1353451,in,rampur,Rampur,36.0,296447.0,28.816667,79.033333
1353523,in,ranchi,Ranchi,38.0,945079.0,23.35,85.333333
1353822,in,ratlam,Ratlam,35.0,236868.0,23.316667,75.06666700000002
1353859,in,raurkela,Raurkela,21.0,226886.0,22.2,84.883333
1354062,in,rewa,Rewa,35.0,208483.0,24.533333,81.3
1354198,in,rohtak,Rohtak,10.0,317266.0,28.9,76.56666700000002
1354542,in,sagar,Sagar,35.0,247359.0,23.833333,78.716667
1354588,in,saharanpur,Saharanpur,36.0,484921.0,29.966667,77.55
1355736,in,satna,Satna,35.0,257805.0,24.583333,80.833333
1355902,in,selam,Selam,25.0,778462.0,11.65,78.166667
1356152,in,shahjahanpur,Shahjahanpur,36.0,320466.0,27.883333,79.916667
1356453,in,shiliguri,Shiliguri,28.0,515623.0,26.716111,88.423611
1356471,in,shimoga,Shimoga,19.0,319577.0,13.922222,75.573611
1356558,in,sholapur,Sholapur,16.0,997358.0,17.683332999999994,75.916667
1356584,in,shrirampur,Shrirampur,28.0,226338.0,22.752778,88.34222199999998
1357500,in,sonipat,Sonipat,10.0,250538.0,28.983333,77.016667
1357613,in,srinagar,Srinagar,12.0,975926.0,34.092222,74.802222
1358006,in,surat,Surat,9.0,2894675.0,20.966667,72.9
1358994,in,thana,Thana,16.0,1486453.0,19.2,72.966667
1359017,in,thanjavur,Thanjavur,25.0,219591.0,10.8,79.15
1359130,in,thiruvananthapuram,Thiruvananthapuram,13.0,784223.0,8.506944,76.956944
1359163,in,thrissur,Thrissur,13.0,325140.0,10.516667,76.216667
1359438,in,tiruchchirappalli,Tiruchchirappalli,25.0,775551.0,10.805,78.685556
1359475,in,tirunelveli,Tirunelveli,25.0,435882.0,8.733333,77.7
1359481,in,tirupati,Tirupati,2.0,250849.0,13.65,79.416667
1359501,in,tiruppur,Tiruppur,25.0,397554.0,11.1,77.35
1359552,in,tiruvottiyur,Tiruvottiyur,25.0,229019.0,13.157778,80.304167
1359862,in,tumkur,Tumkur,19.0,307384.0,13.342222,77.101667
1360091,in,ujjain,Ujjain,35.0,457395.0,23.183333,75.766667
1360124,in,ulhasnagar,Ulhasnagar,16.0,516625.0,19.216667,73.15
1360134,in,ulubaria,Ulubaria,28.0,222293.0,22.471667,88.11361099999998
1360507,in,vadodara,Vadodara,9.0,1409565.0,22.3,73.2
1360694,in,varanasi,Varanasi,36.0,1164520.0,25.333333,83.0
1360922,in,vijayawada,Vijayawada,2.0,874684.0,16.516667,80.616667
1361016,in,visakhapatnam,Visakhapatnam,2.0,1063293.0,17.7,83.3
1361211,in,warangal,Warangal,2.0,557864.0,18.0,79.583333
1361404,in,yamunanagar,Yamunanagar,10.0,208945.0,30.1,77.283333
1364651,iq,baghdad,Baghdad,7.0,5672516.0,33.3386111,44.39388889999999
1369003,iq,irbil,Irbil,11.0,932854.0,36.19,44.0088889
1370801,iq,kirkuk,Kirkuk,13.0,601442.0,35.46805560000001,44.3922222
1379002,ir,abadan,Abadan,15.0,370220.0,30.3392,48.3043
1381960,ir,ahvaz,Ahvaz,15.0,854980.0,31.3203,48.6693
1385914,ir,arak,Arak,34.0,503673.0,34.091741,49.689164
1386063,ir,ardabil,Ardabil,32.0,410773.0,38.2498,48.2933
1388662,ir,babol,Babol,35.0,202812.0,36.551321,52.678951
1396748,ir,borujerd,Borujerd,23.0,251976.0,33.8973,48.7516
1397192,ir,bukan,Bukan,1.0,213349.0,36.521,46.2089
1411103,ir,dezful,Dezful,15.0,212367.0,32.3825,48.402
1414110,ir,esfahan,Esfahan,28.0,1547241.0,32.657218,51.677608
1414606,ir,eslamshahr,Eslamshahr,26.0,318855.0,35.5605,51.2346
1422296,ir,gorgan,Gorgan,37.0,244955.0,36.838659,54.434749
1425219,ir,hamadan,Hamadan,9.0,514134.0,34.799215999999994,48.514556
1437203,ir,karaj,Karaj,44.0,1448996.0,35.8355,51.0103
1438257,ir,kashan,Kashan,28.0,301107.0,33.9888,51.4773
1439361,ir,kerman,Kerman,29.0,577547.0,30.283209000000006,57.07879000000001
1439366,ir,kermanshah,Kermanshah,13.0,766742.0,34.314167,47.065
1442217,ir,khomeynishahr,Khomeynishahr,28,277355.0,32.700175,51.521134
1442443,ir,khorramabad,Khorramabad,23,329847.0,33.48777800000001,48.355833
1442504,ir,khorramshahr,Khorramshahr,15,331254.0,30.4397,48.1664
1452744,ir,mashhad,Mashhad,42,2307254.0,36.297,59.6062
1460768,ir,neyshabur,Neyshabur,42,220954.0,36.213288,58.79575500000001
1462567,ir,orumiyeh,Orumiyeh,1,602443.0,37.5553,45.0724
1470594,ir,qarchak,Qarchak,26,251857.0,35.439444,51.568889
1471748,ir,qazvin,Qazvin,38,333652.0,36.2797,50.0049
1473172,ir,qom,Qom,39,1011103.0,34.6401,50.8764
1474679,ir,rasht,Rasht,8,594619.0,37.280769,49.58319
1476732,ir,sabzevar,Sabzevar,42,226208.0,36.212598,57.68190600000001
1478331,ir,sanandaj,Sanandaj,16,349200.0,35.3144,46.9923
1480369,ir,sari,Sari,35,255416.0,36.563319,53.060087
1487345,ir,shiraz,Shiraz,7,1249972.0,29.6036,52.5388
1489423,ir,sirjan,Sirjan,29,207661.0,29.452,55.6814
1491448,ir,tabriz,Tabriz,33,1424701.0,38.08,46.2919
1499692,ir,yazd,Yazd,40,477926.0,31.897222,54.3675
1500997,ir,zanjan,Zanjan,36,357489.0,36.6736,48.4787
1504685,it,bari,Bari,13,303049.0,41.133333,16.85
1505136,it,bologna,Bologna,5,367168.0,44.483333,11.333333
1508281,it,catania,Catania,15,307331.0,37.5,15.1
1510706,it,florence,Florence,16,347194.0,43.766667,11.25
1511373,it,genoa,Genoa,8,585815.0,44.416667,8.95
1514147,it,messina,Messina,15,237956.0,38.18333300000001,15.566667
1514245,it,milan,Milan,9,1156903.0,45.466667,9.2
1515323,it,naples,Naples,4,981284.0,40.833333,14.25
1515909,it,padova,Padova,20,205247.0,45.416667,11.883333
1516024,it,palermo,Palermo,15,669582.0,38.116667,13.366667
1518602,it,rome,Rome,7,2643736.0,41.9,12.483333
1522646,it,trieste,Trieste,6,204379.0,45.648611,13.78
1522727,it,turin,Turin,12,846489.0,45.05,7.666666999999999
1523198,it,venice,Venice,20,259126.0,45.438611,12.326667
1523245,it,verona,Verona,20,247082.0,45.45,11.0
1525442,jm,kingston,Kingston,8,583999.0,18.0,-76.8
1527809,jo,irbid,Irbid,2,296050.0,32.555556,35.85
1528877,jp,ageo,Ageo,34,219405.0,35.969722,139.588611
1529057,jp,akashi,Akashi,13,297281.0,34.633333,134.98333300000002
1529101,jp,akita,Akita,2,320071.0,39.716667,140.116667
1529135,jp,amagasaki,Amagasaki,13,442176.0,34.716667,135.416667
1529392,jp,asahikawa,Asahikawa,12,356615.0,43.767778,142.370278
1529524,jp,atsugi,Atsugi,19,229203.0,35.438889,139.359722
1529826,jp,chigasaki,Chigasaki,19,231660.0,35.326111,139.403889
1529928,jp,chofu,Chofu,40,212978.0,35.655556,139.552222
1530323,jp,fuchu,Fuchu,40,240082.0,35.666667,139.48333300000002
1530357,jp,fuji,Fuji,37,240017.0,35.15,138.65
1530390,jp,fujisawa,Fujisawa,19,394630.0,35.341944,139.47
1530573,jp,fukuyama,Fukuyama,11,383302.0,34.483333,133.366667
1530589,jp,funabashi,Funabashi,4,560754.0,35.693056,139.98333300000002
1531076,jp,hachinohe,Hachinohe,3,239047.0,40.505,141.491944
1531078,jp,hachioji,Hachioji,40,579402.0,35.655833,139.32388899999998
1531150,jp,hakodate,Hakodate,12,275733.0,41.775833,140.73666699999998
1531231,jp,hamamatsu,Hamamatsu,37,605105.0,34.7,137.73333300000002
1531933,jp,himeji,Himeji,13,481496.0,34.816666999999995,134.7
1532003,jp,hirakata,Hirakata,32,406335.0,34.8,135.633333
1532058,jp,hiratsuka,Hiratsuka,19,259056.0,35.323056,139.342222
1532108,jp,hiroshima,Hiroshima,11,1143850.0,34.434844,132.740622
1532520,jp,ibaraki,Ibaraki,32,263408.0,34.816666999999995,135.566667
1532572,jp,ichihara,Ichihara,4,283537.0,35.516667,140.083333
1532588,jp,ichikawa,Ichikawa,4,458249.0,35.719722,139.924722
1532614,jp,ichinomiya,Ichinomiya,1,280333.0,35.3,136.8
1533408,jp,iwaki,Iwaki,8,357313.0,37.05,140.883333
1533866,jp,kakogawa,Kakogawa,13,271636.0,34.766667,134.85
1534740,jp,kashiwa,Kashiwa,4,340228.0,35.854444,139.968889
1534759,jp,kasugai,Kasugai,1,298591.0,35.233333,136.98333300000002
1534769,jp,kasukabe,Kasukabe,34,206919.0,35.97638900000001,139.753611
1534917,jp,kawagoe,Kawagoe,34,337937.0,35.908611,139.485278
1534927,jp,kawaguchi,Kawaguchi,34,468574.0,35.805,139.72055600000002
1535038,jp,kawasaki,Kawasaki,19,1306804.0,35.520556,139.717222
1535322,jp,kishiwada,Kishiwada,32,205563.0,34.466667,135.366667
1535411,jp,kitakyushu,Kitakyushu,7,997545.0,33.833333,130.833333
1535576,jp,kobe,Kobe,13,1528487.0,34.691303999999995,135.182995
1535964,jp,koriyama,Koriyama,8,340563.0,37.4,140.383333
1535996,jp,koshigaya,Koshigaya,34,317443.0,35.883333,139.783333
1536362,jp,kurashiki,Kurashiki,31,437585.0,34.583333,133.76666699999998
1536486,jp,kurume,Kurume,7,238199.0,33.316666999999995,130.51666699999998
1536679,jp,machida,Machida,40,399971.0,35.540278,139.45083300000002
1536986,jp,matsudo,Matsudo,4,470287.0,35.783333,139.9
1537018,jp,matsumoto,Matsumoto,26,210669.0,36.233333,137.966667
1538335,jp,nagoya,Nagoya,1,2191291.0,35.180198,136.906739
1538952,jp,neyagawa,Neyagawa,32,245112.0,34.75,135.633333
1539021,jp,niigata,Niigata,29,505276.0,37.902222,139.02361100000002
1539283,jp,nishinomiya,Nishinomiya,13,468929.0,34.716667,135.333333
1539635,jp,numazu,Numazu,37,204320.0,35.1,138.866667
1539814,jp,odawara,Odawara,19,203038.0,35.255556,139.159722
1540187,jp,okazaki,Okazaki,1,352364.0,34.916667,137.15
1541169,jp,sagamihara,Sagamihara,19,648811.0,35.553056,139.354444
1541226,jp,saitama,Saitama,34,1077730.0,35.89553400000001,139.67747
1541273,jp,sakai,Sakai,32,782347.0,34.583333,135.466667
1541551,jp,sasebo,Sasebo,27,237446.0,33.159167,129.722778
1542286,jp,shimonoseki,Shimonoseki,45,245789.0,33.95,130.95
1543023,jp,soka,Soka,34,231449.0,35.820278,139.804444
1543159,jp,suita,Suita,32,351634.0,34.75,135.533333
1543611,jp,takarazuka,Takarazuka,13,219790.0,34.8,135.35
1543619,jp,takasaki,Takasaki,10,240860.0,36.333333,139.01666699999998
1543689,jp,takatsuki,Takatsuki,32,354472.0,34.85,135.616667
1544416,jp,tokorozawa,Tokorozawa,34,339441.0,35.786389,139.467778
1544449,jp,tokyo,Tokyo,40,31480498.0,35.685,139.751389
1544718,jp,toyohashi,Toyohashi,1,378377.0,34.766667,137.383333
1544735,jp,toyonaka,Toyonaka,32,384463.0,34.783333,135.466667
1544756,jp,toyota,Toyota,1,362386.0,35.083333,137.15
1546099,jp,yao,Yao,32,273216.0,34.616667,135.6
1546238,jp,yokkaichi,Yokkaichi,23,295843.0,34.966667,136.616667
1546289,jp,yokosuka,Yokosuka,19,428999.0,35.283611,139.667222
1546966,ke,eldoret,Eldoret,8,218472.0,0.5166667,35.28333329999999
1548116,ke,kisumu,Kisumu,7,216479.0,-0.1,34.75
1548667,ke,mombasa,Mombasa,2,799727.0,-4.05,39.6666667
1548867,ke,nairobi,Nairobi,5,2750561.0,-1.2833333,36.8166667
1548872,ke,nakuru,Nakuru,8,259934.0,-0.2833333,36.0666667
1553008,kh,phnum penh,Phnum Pénh,11,1573523.0,11.55,104.9166667
1626528,kr,seoul,Seoul,11,10323448.0,37.5985,126.9783
1641442,kz,almaty,Almaty,2,1204820.0,43.25,76.95
1641680,kz,aqtobe,Aqtöbe,4,262471.0,50.298056,57.181389
1641910,kz,astana,Astana,5,345621.0,51.181111,71.427778
1649915,kz,oskemen,Öskemen,15,319082.0,49.978889,82.61027800000002
1650056,kz,pavlodar,Pavlodar,11,329014.0,52.3,76.95
1650191,kz,petropavl,Petropavl,16,200891.0,54.875278,69.162778
1650692,kz,qostanay,Qostanay,13,230282.0,53.166667,63.583333
1651452,kz,semey,Semey,15,292795.0,50.411111,80.2275
1652065,kz,shymkent,Shymkent,10,414059.0,42.3,69.6
1652793,kz,taraz,Taraz,17,358167.0,42.9,71.366667
1673891,lb,bayrut,Bayrut,4,1252010.0,33.8719444,35.5097222
1674026,lb,beirut,Beirut,4,1252010.0,33.8719444,35.5097222
1681065,lk,colombo,Colombo,36,648119.0,6.9319444,79.84777779999997
1702729,lr,monrovia,Monrovia,14,935427.0,6.3105556,-10.8047222
1711627,lt,kaunas,Kaunas,57,374655.0,54.9,23.9
1722310,lt,vilnius,Vilnius,65,542381.0,54.6833333,25.3166667
1730942,lv,riga,Riga,25,742570.0,56.95,24.1
1734246,ly,benghazi,Benghazi,54,650629.0,32.1166667,20.0666667
1734924,ly,misratah,Misratah,58,386120.0,32.3783333,15.090555599999998
1735488,ly,tarhunah,Tarhunah,41,210698.0,32.4333333,13.633333300000002
1735565,ly,tripoli,Tripoli,61,1150990.0,32.8925,13.18
1736159,ma,agadir,Agadir,55,656110.0,30.420664,-9.593161
1740341,ma,asfi,Asfi,51,328883.0,32.299392,-9.237181
1742374,ma,casablanca,Casablanca,45,3609698.0,33.592779,-7.619157
1748846,ma,fez,Fez,46,1160239.0,34.037151,-4.999797
1752526,ma,kenitra,Kenitra,52,420534.0,34.261008000000004,-6.580203
1753775,ma,marrakesh,Marrakesh,47,942631.0,31.631485,-8.008281
1757084,ma,rabat,Rabat,49,1894386.0,34.013784,-6.844268
1760289,ma,tangier,Tangier,57,825316.0,35.780576,-5.813646
1761315,ma,tetouan,Tétouan,57,365355.0,35.571091,-5.372424
1765059,md,chisinau,Chisinau,57,713805.0,47.005556,28.8575
1782171,mg,antananarivo,Antananarivo,05,1391506.0,-18.9166667,47.5166667
1791361,mg,toamasina,Toamasina,04,206390.0,-18.1666667,49.3833333
1795339,mk,skopje,Skopje,41,474887.0,42.0,21.4333333
1796510,ml,bamako,Bamako,01,1297390.0,12.65,-8.0
1809127,mm,bago,Bago,16,244407.0,17.3333333,96.4833333
1821358,mm,mandalay,Mandalay,08,1208227.0,22.0,96.0833333
1822697,mm,mawlamyine,Mawlamyine,13,438907.0,16.4913889,97.6255556
1828912,mm,pathein,Pathein,03,237119.0,16.783333300000002,94.7333333
1830627,mm,rangoon,Rangoon,17,4477782.0,16.783333300000002,96.1666667
1847889,mn,ulaanbaatar,Ulaanbaatar,20,844786.0,47.9166667,106.9166667
1850532,mr,nouakchott,Nouakchott,6,709835.0,18.0863889,-15.975277800000002
1852296,mw,blantyre,Blantyre,24,584870.0,-15.7833333,35.0
1854590,mw,lilongwe,Lilongwe,11,646738.0,-13.983333300000002,33.783333299999995
1857167,mx,acapulco,Acapulco,12,652160.0,16.85,-99.916667
1857858,mx,aguascalientes,Aguascalientes,1,658193.0,21.883333,-102.3
1859091,mx,apodaca,Apodaca,19,352246.0,25.766667,-100.2
1862481,mx,campeche,Campeche,4,205221.0,19.85,-90.533333
1862999,mx,cancun,Cancún,23,542156.0,21.166667,-86.833333
1863996,mx,celaya,Celaya,11,305913.0,20.516667,-100.816667
1865185,mx,chihuahua,Chihuahua,6,708292.0,28.633333,-106.083333
1865296,mx,chimalhuacan,Chimalhuacán,15,590165.0,19.416667,-98.9
1866194,mx,coacalco,Coacalco,15,313419.0,19.631667,-99.110278
1866318,mx,coatzacoalcos,Coatzacoalcos,30,230727.0,18.15,-94.416667
1868218,mx,cuautitlan izcalli,Cuautitlán Izcalli,15,475199.0,19.646944,-99.246667
1868344,mx,cuernavaca,Cuernavaca,17,343785.0,18.916667,-99.25
1868536,mx,culiacan,Culiacán,25,582489.0,24.799444,-107.389722
1869189,mx,durango,Durango,10,457154.0,24.033333,-104.666667
1869323,mx,ecatepec,Ecatepec,15,1806297.0,19.601111,-99.0525
1876431,mx,ensenada,Ensenada,2,256577.0,31.866667,-116.616667
1877713,mx,general escobedo,General Escobedo,19,308284.0,25.816667,-100.333333
1877841,mx,gomez palacio,Gómez Palacio,10,228585.0,25.566667,-103.5
1878045,mx,guadalajara,Guadalajara,14,1640649.0,20.666667,-103.333333
1878132,mx,guadalupe,Guadalupe,19,724949.0,25.683333,-100.25
1878973,mx,hermosillo,Hermosillo,26,595833.0,29.066667,-110.966667
1880134,mx,irapuato,Irapuato,11,339568.0,20.683333,-101.35
1880347,mx,ixtapaluca,Ixtapaluca,15,351015.0,19.316667,-98.883333
1881385,mx,juarez,Juarez,15,1403025.0,31.733333,-106.483333
1888120,mx,leon,León,11,1114662.0,21.116667,-101.666667
1888771,mx,lopez mateos,López Mateos,15,521056.0,19.558333,-99.261389
1889937,mx,los mochis,Los Mochis,25,214610.0,25.766667,-108.966667
1890308,mx,los reyes,Los Reyes,15,251179.0,19.35,-98.966667
1891633,mx,matamoros,Matamoros,28,435159.0,25.883333,-97.5
1891844,mx,mazatlan,Mazatlán,25,354730.0,23.216667,-106.416667
1892025,mx,merida,Mérida,31,717196.0,20.966667,-89.616667
1892331,mx,mexicali,Mexicali,2,597124.0,32.651944,-115.468333
1892345,mx,mexico,Mexico,9,8720916.0,19.434167,-99.138611
1893258,mx,monterrey,Monterrey,19,1122912.0,25.666667,-100.316667
1893339,mx,morelia,Morelia,16,592820.0,19.7,-101.116667
1893855,mx,naucalpan,Naucalpan,15,846222.0,19.479444,-99.238333
1893990,mx,nezahualcoyotl,Nezahualcóyotl,15,1232565.0,19.413611,-99.033056
1894033,mx,nicolas romero,Nicolás Romero,15,245394.0,19.621944,-99.313056
1894596,mx,nuevo laredo,Nuevo Laredo,28,349562.0,27.5,-99.516667
1894770,mx,oaxaca,Oaxaca,20,262574.0,17.05,-96.716667
1894790,mx,obregon,Obregon,26,258174.0,27.483333,-109.933333
1895616,mx,pachuca,Pachuca,13,319593.0,20.116667,-98.733333
1899121,mx,puebla,Puebla,21,1392137.0,19.05,-98.2
1899906,mx,queretaro,Querétaro,22,611803.0,20.6,-100.383333
1903692,mx,reynosa,Reynosa,28,498670.0,26.083333,-98.283333
1904800,mx,saltillo,Saltillo,7,621270.0,25.416667,-101.0
1908029,mx,san luis potosi,San Luis Potosí,24,677726.0,22.15,-100.983333
1908654,mx,san nicolas de los garza,San Nicolás de los Garza,19,507837.0,25.75,-100.3
1909631,mx,santa catarina,Santa Catarina,19,254483.0,25.683333,-100.466667
1912460,mx,tampico,Tampico,28,309015.0,22.3,-97.85
1912461,mx,tampico,Tampico,30,309015.0,22.216667,-97.85
1913199,mx,tehuacan,Tehuacán,21,241437.0,18.45,-97.383333
1913920,mx,tepic,Tepic,18,280602.0,21.5,-104.9
1914581,mx,tijuana,Tijuana,2,1376494.0,32.533333,-117.016667
1914970,mx,tlalnepantla,Tlalnepantla,15,715798.0,19.526944,-99.221667
1915101,mx,tlaquepaque,Tlaquepaque,14,493667.0,20.65,-103.316667
1915310,mx,toluca,Toluca,15,505903.0,19.288333,-99.667222
1915373,mx,tonala,Tonalá,14,401616.0,20.616667,-103.233333
1915519,mx,torreon,Torreón,7,524084.0,25.55,-103.433333
1916142,mx,tuxtla gutierrez,Tuxtla Gutiérrez,5,481143.0,16.75,-93.116667
1916412,mx,uruapan,Uruapan,16,237319.0,19.416667,-102.066667
1916933,mx,veracruz,Veracruz,30,568336.0,19.2,-96.133333
1917271,mx,villahermosa,Villahermosa,27,362416.0,17.983333,-92.916667
1917569,mx,xalapa,Xalapa,30,425166.0,19.533333,-96.916667
1917750,mx,xico,Xico,15,365793.0,19.266667,-98.933333
1918739,mx,zapopan,Zapopan,14,987555.0,20.716667,-103.4
1919216,my,alor setar,Alor Setar,2,217378.0,6.121045,100.360137
1919910,my,bukit mertajam,Bukit Mertajam,9,212387.0,5.363014,100.466701
1920419,my,ipoh,Ipoh,7,673346.0,4.5841,101.0829
1920501,my,johor bahru,Johor Bahru,1,802525.0,1.4655,103.7578
1939902,my,klang,Klang,12,879887.0,3.0333330000000003,101.45
1939949,my,kota bahru,Kota Bahru,3,279343.0,6.133275,102.238603
1939956,my,kota kinabalu,Kota Kinabalu,16,457375.0,5.9749,116.0724
1940047,my,kuala lumpur,Kuala Lumpur,14,1453978.0,3.166667,101.7
1940100,my,kuala terengganu,Kuala Terengganu,13,285091.0,5.3302,103.1408
1940110,my,kuantan,Kuantan,6,366253.0,3.8077,103.326
1940145,my,kuching,Kuching,11,570579.0,1.55,110.333333
1940972,my,miri,Miri,11,228227.0,4.4148,114.0089
1941836,my,petaling jaya,Petaling Jaya,12,520712.0,3.083333,101.65
1943341,my,sandakan,Sandakan,16,392332.0,5.8402,118.1179
1943544,my,seremban,Seremban,5,372931.0,2.7297,101.9381
1943588,my,shah alam,Shah Alam,12,481670.0,3.083333,101.533333
1943983,my,sungai petani,Sungai Petani,2,228898.0,5.646997,100.487724
1944110,my,taiping,Taiping,7,217658.0,4.85,100.733333
1945041,my,tawau,Tawau,16,306497.0,4.2498,117.8871
1946715,mz,beira,Beira,5,530706.0,-19.8436111,34.83888889999999
1950753,mz,chimoio,Chimoio,10,256992.0,-19.1163889,33.4833333
1956778,mz,maputo,Maputo,4,1191613.0,-25.965277800000006,32.5891667
1957362,mz,matola,Matola,4,543907.0,-25.9622222,32.4588889
1960422,mz,nacala,Nacala,6,224853.0,-14.5427778,40.6727778
1960986,mz,nampula,Nampula,6,388526.0,-15.119722199999998,39.2647222
1968953,na,windhoek,Windhoek,21,268129.0,-22.57,17.0836111
1976276,ne,niamey,Niamey,05,774245.0,13.6666667,1.7833332999999998
1976277,ne,niamey,Niamey,08,774245.0,13.516666699999998,2.1166667
1978443,ng,aba,Aba,45,897613.0,5.106576,7.366667
1978704,ng,abeokuta,Abeokuta,16,593140.0,7.15,3.35
1981215,ng,akure,Akure,48,420623.0,7.252560000000001,5.193118
1985127,ng,bauchi,Bauchi,46,316173.0,10.313441,9.843273
1985337,ng,benin,Bénin,37,1125126.0,6.335045,5.627492
1986612,ng,calabar,Calabar,22,461832.0,4.9517,8.322000000000001
1987383,ng,damaturu,Damaturu,44,255913.0,11.747,11.9608
1989225,ng,ede,Ede,42,283728.0,7.733333,4.433333
1990219,ng,enugu,Enugu,47,653436.0,6.4402,7.4943
1993884,ng,gombe,Gombe,55,250278.0,10.28969,11.167288
1994543,ng,gusau,Gusau,57,226873.0,12.162784,6.6613479999999985
1995218,ng,ibadan,Ibadan,32,3565810.0,7.387778,3.896389
1995794,ng,ife,Ife,32,372191.0,7.466667,4.566667
1996625,ng,ikire,Ikire,32,222174.0,7.35,4.183333
1996671,ng,ikorodu,Ikorodu,05,313468.0,6.615483,3.5086730000000004
1996851,ng,ikot ekpene,Ikot Ekpene,21,254821.0,5.181475,7.934195
1997424,ng,ilesha,Ilesha,32,277922.0,8.916667,3.416667
1997498,ng,ilorin,Ilorin,30,814246.0,8.5,4.55
1998081,ng,iseyin,Iseyin,32,340707.0,7.966667,3.6
1998501,ng,iwo,Iwo,32,250459.0,7.633333,4.183333
1999411,ng,jimeta,Jimeta,35,248166.0,9.283333,12.466667
1999535,ng,jos,Jos,49,816876.0,9.916667,8.9
1999783,ng,kaduna,Kaduna,23,1582211.0,10.522239,7.438280000000002
2000370,ng,kano,Kano,29,3626204.0,11.994354,8.513807
2000807,ng,katsina,Katsina,24,432179.0,12.989428,7.600627999999999
2003442,ng,lagos,Lagos,05,8789133.0,6.453056,3.395833
2004592,ng,maiduguri,Maiduguri,27,1112511.0,11.846441,13.160274
2004976,ng,makurdi,Makurdi,26,292664.0,7.7411,8.5121
2006238,ng,minna,Minna,31,291930.0,9.613889,6.5569440000000005
2006574,ng,mubi,Mubi,35,225721.0,10.267607,13.26436
2009175,ng,ogbomosho,Ogbomosho,32,861303.0,8.133333,4.266667
2011114,ng,ondo,Ondo,48,257023.0,7.1,4.8333330000000005
2011270,ng,onitsha,Onitsha,25,561106.0,6.14543,6.788452
2011800,ng,oshogbo,Oshogbo,42,499444.0,7.766667,4.566667
2012182,ng,owerri,Owerri,28,215053.0,5.483333,7.030407
2012233,ng,owo,Owo,48,276593.0,7.196195,5.586806
2012329,ng,oyo,Oyo,32,736113.0,7.85,3.933333
2012772,ng,port harcourt,Port Harcourt,50,1148753.0,4.7774230000000015,7.013404
2014511,ng,shagamu,Shagamu,16,214574.0,6.843226,3.647763
2015063,ng,sokoto,Sokoto,51,563899.0,13.048025,5.214285
2017900,ng,ugep,Ugep,22,200293.0,5.8086,8.0812
2018262,ng,umuahia,Umuahia,45,264680.0,5.526269,7.489589
2020453,ng,warri,Warri,10,536068.0,5.516667,5.75
2021916,ng,zaria,Zaria,23,975228.0,11.113236,7.7251759999999985
2024117,ni,managua,Managua,10,1140499.0,12.150833300000002,-86.2683333
2025622,nl,amsterdam,Amsterdam,07,745811.0,52.35,4.916667
2027573,nl,eindhoven,Eindhoven,06,210498.0,51.45,5.466667
2032023,nl,rotterdam,Rotterdam,11,603851.0,51.916667,4.5
2032918,nl,the hague,The Hague,11,476587.0,52.083333,4.3
2032963,nl,tilburg,Tilburg,06,206858.0,51.576922,5.106331
2033204,nl,utrecht,Utrecht,09,267044.0,52.093813,5.119095
2035335,no,bergen,Bergen,07,214154.0,60.391111,5.324722
2042454,no,oslo,Oslo,12,808690.0,59.916667,10.75
2047391,np,kathmandu,Kathmandu,00,790612.0,27.7166667,85.3166667
2048079,nz,auckland,Auckland,E7,417910.0,-36.866667,174.76666699999996
2048240,nz,christchurch,Christchurch,E9,363925.0,-43.533333,172.633333
2049279,nz,north shore,North Shore,E7,207865.0,-36.8,174.75
2058760,pa,panama,Panamá,08,408188.0,8.9666667,-79.5333333
2059758,pa,san miguelito,San Miguelito,08,321516.0,9.0333333,-79.5
2061542,pe,arequipa,Arequipa,04,844000.0,-16.3988889,-71.535
2065033,pe,chiclayo,Chiclayo,14,582597.0,-6.773611099999999,-79.8416667
2065271,pe,chimbote,Chimbote,02,320119.0,-9.0833333,-78.6
